name,email,date_of_birth,mobile_no,reason
Richard Warren,Richard_Warren@ibarra-woods.com,2005-07-06,88766,MOBILE NUMBER NOT 8 DIGITS
Sandra Vargas,Sandra_Vargas@montgomery.com,2014/06/02,248151,MOBILE NUMBER NOT 8 DIGITS
Kendra Martinez,Kendra_Martinez@lewis-rodriguez.com,08-04-1973,6730508,MOBILE NUMBER NOT 8 DIGITS
Adam Foster,Adam_Foster@jackson-adams.biz,04/16/2018,7559154,MOBILE NUMBER NOT 8 DIGITS
Shelly Fritz,Shelly_Fritz@davis.info,1969-11-09,7769770,MOBILE NUMBER NOT 8 DIGITS
Maria Blanchard,Maria_Blanchard@bryant-bullock.info,1978/02/09,4091564,MOBILE NUMBER NOT 8 DIGITS
Mandy Greer,Mandy_Greer@williams.info,12-06-2013,969459,MOBILE NUMBER NOT 8 DIGITS
Martin Jones,Martin_Jones@schaefer.net,23-04-1969,5236638,MOBILE NUMBER NOT 8 DIGITS
Robert Morris,Robert_Morris@rice.net,10/26/2013,554439,MOBILE NUMBER NOT 8 DIGITS
Nicole Lewis,Nicole_Lewis@dean-cook.com,18-01-2009,337263,MOBILE NUMBER NOT 8 DIGITS
Christine Wright,Christine_Wright@green-juarez.com,09-08-1964,4398024,MOBILE NUMBER NOT 8 DIGITS
David Robinson,David_Robinson@thompson-franco.org,05/25/2004,58876,MOBILE NUMBER NOT 8 DIGITS
Christopher Case,Christopher_Case@joseph-steele.com,1963/04/17,62311,MOBILE NUMBER NOT 8 DIGITS
Mark Ward,Mark_Ward@wells-nolan.net,1978-09-01,567795,MOBILE NUMBER NOT 8 DIGITS
Dana Phillips,Dana_Phillips@villarreal-gray.com,11/08/1964,459291,MOBILE NUMBER NOT 8 DIGITS
John Jensen,John_Jensen@thomas-davidson.info,03/08/2002,409647,MOBILE NUMBER NOT 8 DIGITS
Michelle Robinson,Michelle_Robinson@harper.com,2010-11-18,32982943,BELOW 18
Michael Simmons,Michael_Simmons@lee-gates.com,1984/10/03,172137,MOBILE NUMBER NOT 8 DIGITS
Cynthia Ortiz MD,Cynthia_Ortiz@mathis.com,07/06/1959,9159 1279,MOBILE NUMBER NOT 8 DIGITS
Luis Woods,Luis_Woods@frank-jackson.com,01/03/1969,4875046,MOBILE NUMBER NOT 8 DIGITS
Mitchell Glover,Mitchell_Glover@wagner.info,1967-03-14,4718386,MOBILE NUMBER NOT 8 DIGITS
Sarah Thompson,Sarah_Thompson@cooper-rowe.com,12/16/2014,7803 9819,MOBILE NUMBER NOT 8 DIGITS
Julie Brown,Julie_Brown@lloyd.com,15-09-2017,60331,MOBILE NUMBER NOT 8 DIGITS
Gregory Hayes,Gregory_Hayes@austin-gonzalez.com,1981-08-15,5082162,MOBILE NUMBER NOT 8 DIGITS
James Rice,James_Rice@cooley.com,1953/05/05,8076958,MOBILE NUMBER NOT 8 DIGITS
Gabriel Jackson,Gabriel_Jackson@ward.com,1987/09/21,3836477,MOBILE NUMBER NOT 8 DIGITS
Melissa Valdez,Melissa_Valdez@martinez-anderson.com,11-05-2010,9213751,MOBILE NUMBER NOT 8 DIGITS
Thomas Mullen,Thomas_Mullen@barton.com,1980/01/08,1356986,MOBILE NUMBER NOT 8 DIGITS
Dawn Smith,Dawn_Smith@white-russell.info,1962-10-19,51771,MOBILE NUMBER NOT 8 DIGITS
Lisa Glover,Lisa_Glover@middleton-leach.com,2010-05-18,3547468,MOBILE NUMBER NOT 8 DIGITS
Anna Austin,Anna_Austin@mcguire.com,11/22/1999,8375 8091,MOBILE NUMBER NOT 8 DIGITS
Katherine Pierce,Katherine_Pierce@andrade.com,09/26/2012,59446,MOBILE NUMBER NOT 8 DIGITS
Wayne Keller,Wayne_Keller@schultz.com,05/13/1991,81756,MOBILE NUMBER NOT 8 DIGITS
Steven Morgan,Steven_Morgan@cooper-leonard.com,2011/11/24,76480319,BELOW 18
Zachary Thompson,Zachary_Thompson@house.biz,10/06/1975,2760031,MOBILE NUMBER NOT 8 DIGITS
Joel Clark,Joel_Clark@mcclain.com,07/12/1958,6515 9231,MOBILE NUMBER NOT 8 DIGITS
Matthew Gutierrez,Matthew_Gutierrez@garcia-henderson.com,1990/04/21,735321,MOBILE NUMBER NOT 8 DIGITS
Stephanie Mcdonald,Stephanie_Mcdonald@carr.com,1968/12/15,51086,MOBILE NUMBER NOT 8 DIGITS
Robert Heath,Robert_Heath@jenkins-thomas.org,12-07-2006,121323,MOBILE NUMBER NOT 8 DIGITS
Lindsey Gonzalez,Lindsey_Gonzalez@branch.com,25-05-2015,3807595,MOBILE NUMBER NOT 8 DIGITS
Deborah Olson,Deborah_Olson@greene.com,08/05/1957,9211 8339,MOBILE NUMBER NOT 8 DIGITS
Claire Reeves,Claire_Reeves@pierce.com,1975/04/21,140337,MOBILE NUMBER NOT 8 DIGITS
Brandy Watson,Brandy_Watson@vargas-walker.com,1969/10/10,855987,MOBILE NUMBER NOT 8 DIGITS
Jason Wilson,Jason_Wilson@mason.com,1988-03-25,8667821,MOBILE NUMBER NOT 8 DIGITS
Heather Garcia,Heather_Garcia@patrick-kelley.com,1954/11/29,9172430,MOBILE NUMBER NOT 8 DIGITS
Kathleen Chavez,Kathleen_Chavez@fitzgerald-olson.biz,1960-05-06,78876,MOBILE NUMBER NOT 8 DIGITS
Samantha Shepard,Samantha_Shepard@larson.com,02/08/2007,2099 8183,MOBILE NUMBER NOT 8 DIGITS
Shaun Dougherty,Shaun_Dougherty@reyes-cooper.com,05-05-1973,5841235,MOBILE NUMBER NOT 8 DIGITS
Amber Young,Amber_Young@morales-white.com,22-09-1953,345987,MOBILE NUMBER NOT 8 DIGITS
Jonathan Wilkerson,Jonathan_Wilkerson@lewis.biz,1987-05-05,899433,MOBILE NUMBER NOT 8 DIGITS
Robert Rivas,Robert_Rivas@sutton.com,08/08/1979,96701,MOBILE NUMBER NOT 8 DIGITS
Anthony Moore,Anthony_Moore@harris.com,1994/05/29,422439,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Hill,Jeffrey_Hill@myers.com,10-04-2015,60561,MOBILE NUMBER NOT 8 DIGITS
Michael Love,Michael_Love@rodriguez-martinez.net,03/21/2002,4103 3095,MOBILE NUMBER NOT 8 DIGITS
Amber Stone,Amber_Stone@walker.com,1973-09-29,459441,MOBILE NUMBER NOT 8 DIGITS
Crystal Fletcher,Crystal_Fletcher@lawrence.info,1961-01-15,34430647,EMAIL NOT .NET OR .COM
Amy Roach,Amy_Roach@thomas.org,2011/02/10,752781,MOBILE NUMBER NOT 8 DIGITS
Christy Gilbert,Christy_Gilbert@sanders.net,10/07/1975,882963,MOBILE NUMBER NOT 8 DIGITS
Caroline Grimes,Caroline_Grimes@cooper.com,1955-11-09,281277,MOBILE NUMBER NOT 8 DIGITS
David Oconnell,David_Oconnell@carpenter-cooper.com,01/10/2017,88501,MOBILE NUMBER NOT 8 DIGITS
Kayla Porter,Kayla_Porter@blackwell.org,1981-05-29,313557,MOBILE NUMBER NOT 8 DIGITS
Phillip Stewart,Phillip_Stewart@mcfarland-kim.com,1963/08/31,614103,MOBILE NUMBER NOT 8 DIGITS
David Schneider,David_Schneider@garcia.biz,1998-09-07,9586998,MOBILE NUMBER NOT 8 DIGITS
Michael Porter,Michael_Porter@shepherd.org,06/14/1977,6963 5251,MOBILE NUMBER NOT 8 DIGITS
Melissa Freeman,Melissa_Freeman@roman.biz,1956-12-04,338715,MOBILE NUMBER NOT 8 DIGITS
Erica Richardson,Erica_Richardson@bryant-paul.net,08/12/1999,724251,MOBILE NUMBER NOT 8 DIGITS
Jeanette Hood DVM,Jeanette_Hood@bryant.info,1988-10-20,84161,MOBILE NUMBER NOT 8 DIGITS
Douglas Thompson,Douglas_Thompson@gonzalez-sparks.com,1989/12/21,5969958,MOBILE NUMBER NOT 8 DIGITS
Jerry Torres,Jerry_Torres@nichols.com,01/29/2008,4855 4759,MOBILE NUMBER NOT 8 DIGITS
Jason Harmon,Jason_Harmon@jones.com,08/15/1986,8599718,MOBILE NUMBER NOT 8 DIGITS
Donna Dixon,Donna_Dixon@nunez-kim.com,07-11-2014,23338919,BELOW 18
Anthony Brady,Anthony_Brady@gonzales.com,1980/10/19,7228201,MOBILE NUMBER NOT 8 DIGITS
Samantha Mendoza,Samantha_Mendoza@hamilton.com,2001-10-22,9850737,MOBILE NUMBER NOT 8 DIGITS
Stephanie King,Stephanie_King@torres-goodwin.org,06/18/1960,3827629,MOBILE NUMBER NOT 8 DIGITS
Sara Carter,Sara_Carter@sanford-cruz.net,31-12-1995,88646,MOBILE NUMBER NOT 8 DIGITS
Alex Clay,Alex_Clay@johnson.com,2002-08-21,25231,MOBILE NUMBER NOT 8 DIGITS
Ryan Harrell,Ryan_Harrell@thornton.com,08-11-2013,92581903,BELOW 18
David Garcia,David_Garcia@burch.com,04/30/2015,59266,MOBILE NUMBER NOT 8 DIGITS
Michael Nguyen,Michael_Nguyen@mcintyre-bird.com,12/30/1998,55721,MOBILE NUMBER NOT 8 DIGITS
Austin Andrade,Austin_Andrade@walton-vasquez.com,23-01-1990,870849,MOBILE NUMBER NOT 8 DIGITS
Andrea Ray,Andrea_Ray@roberts.com,20-07-1971,341925,MOBILE NUMBER NOT 8 DIGITS
Adrienne Tucker,Adrienne_Tucker@martinez-hernandez.biz,01-06-1999,788901,MOBILE NUMBER NOT 8 DIGITS
Johnny Lee,Johnny_Lee@sims.com,1973-03-28,8541149,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Walter,Jeffrey_Walter@dillon.com,1959/03/09,2748068,MOBILE NUMBER NOT 8 DIGITS
Anthony Rivera,Anthony_Rivera@hines-flores.info,2008/09/21,278973,MOBILE NUMBER NOT 8 DIGITS
Mary Whitehead,Mary_Whitehead@aguilar.com,26-12-1953,52216,MOBILE NUMBER NOT 8 DIGITS
Robert Williams,Robert_Williams@alvarez-stein.com,02/22/1995,27876,MOBILE NUMBER NOT 8 DIGITS
Judy Johnson,Judy_Johnson@sullivan.info,1976-08-27,887421,MOBILE NUMBER NOT 8 DIGITS
Janet Kelly,Janet_Kelly@lloyd.com,2008/11/08,46886,MOBILE NUMBER NOT 8 DIGITS
Angie Meyers,Angie_Meyers@burgess.biz,2014/09/10,87081,MOBILE NUMBER NOT 8 DIGITS
Sandra Lewis,Sandra_Lewis@keller-henry.info,12/24/1995,80811,MOBILE NUMBER NOT 8 DIGITS
Kim Brady,Kim_Brady@nguyen.info,1979/05/18,17866,MOBILE NUMBER NOT 8 DIGITS
Sandra Houston,Sandra_Houston@cruz.org,02-11-2000,88159159,EMAIL NOT .NET OR .COM
Kimberly Fox,Kimberly_Fox@zuniga.com,1955/05/06,8062881,MOBILE NUMBER NOT 8 DIGITS
James Daniel,James_Daniel@adams-anderson.com,2004/11/21,570429,MOBILE NUMBER NOT 8 DIGITS
Sandra Ortiz,Sandra_Ortiz@hudson.org,1984/12/13,2342768,MOBILE NUMBER NOT 8 DIGITS
Jason Perez,Jason_Perez@garrison-best.com,22-07-2008,5285323,MOBILE NUMBER NOT 8 DIGITS
Nicole Perry,Nicole_Perry@ford.info,1953/08/22,81236407,EMAIL NOT .NET OR .COM
Jonathan Barnes,Jonathan_Barnes@howard.com,12/20/1958,92446,MOBILE NUMBER NOT 8 DIGITS
Laura Sanford,Laura_Sanford@obrien-rogers.net,1973-07-02,179259,MOBILE NUMBER NOT 8 DIGITS
Joseph Bryant,Joseph_Bryant@anderson-gonzalez.biz,01/16/1975,8315 5355,MOBILE NUMBER NOT 8 DIGITS
Stephanie Thompson,Stephanie_Thompson@pope-smith.com,01/10/1955,19831,MOBILE NUMBER NOT 8 DIGITS
Angela Smith,Angela_Smith@bell.net,1971/06/28,575241,MOBILE NUMBER NOT 8 DIGITS
Brenda Cummings,Brenda_Cummings@alvarez.com,1968-01-03,227907,MOBILE NUMBER NOT 8 DIGITS
Daniel Arnold,Daniel_Arnold@kaiser-robinson.info,1997/10/09,88076335,EMAIL NOT .NET OR .COM
Kristin Novak,Kristin_Novak@weaver.com,04/02/1993,6612985,MOBILE NUMBER NOT 8 DIGITS
Thomas Williams,Thomas_Williams@burgess.org,13-04-1950,1176288,MOBILE NUMBER NOT 8 DIGITS
Robert Briggs,Robert_Briggs@aguilar-martinez.com,12/29/1962,4942162,MOBILE NUMBER NOT 8 DIGITS
Keith Craig,Keith_Craig@baldwin-ross.com,1980-06-11,50901,MOBILE NUMBER NOT 8 DIGITS
Leslie Lambert,Leslie_Lambert@sutton-aguirre.org,06-04-1981,97188543,EMAIL NOT .NET OR .COM
Sergio Zuniga II,Sergio_Zuniga@phillips.com,2014/02/15,639765,MOBILE NUMBER NOT 8 DIGITS
Joy Aguilar,Joy_Aguilar@chavez.com,1980/10/29,506211,MOBILE NUMBER NOT 8 DIGITS
Gerald White,Gerald_White@phelps.com,1975-05-30,843819,MOBILE NUMBER NOT 8 DIGITS
Robert Velasquez,Robert_Velasquez@ramirez-davis.biz,05/06/1998,4535 3591,MOBILE NUMBER NOT 8 DIGITS
Nicole Knight,Nicole_Knight@jensen.biz,1970-07-29,64606,MOBILE NUMBER NOT 8 DIGITS
Michael Garcia,Michael_Garcia@marks.com,1961/01/10,81431,MOBILE NUMBER NOT 8 DIGITS
Tyler Aguilar,Tyler_Aguilar@carpenter.com,01/27/1993,42216,MOBILE NUMBER NOT 8 DIGITS
Jennifer Cox,Jennifer_Cox@flores-briggs.net,1959/02/19,9259293,MOBILE NUMBER NOT 8 DIGITS
Patrick Craig,Patrick_Craig@jennings.com,2008-02-19,9017485,MOBILE NUMBER NOT 8 DIGITS
William Davis,William_Davis@whitney.biz,2004-07-27,67567223,EMAIL NOT .NET OR .COM
Jessica Silva,Jessica_Silva@parker-ward.com,11-04-1954,3631727,MOBILE NUMBER NOT 8 DIGITS
Destiny Johns,Destiny_Johns@hayes.com,12/01/1973,8923 3575,MOBILE NUMBER NOT 8 DIGITS
Kimberly Davis MD,Kimberly_Davis@lopez.biz,03/22/1967,67776,MOBILE NUMBER NOT 8 DIGITS
Andrea Collins,Andrea_Collins@cook-valdez.biz,1951-06-30,3889705,MOBILE NUMBER NOT 8 DIGITS
James Tate,James_Tate@whitney.com,08/22/2011,500415,MOBILE NUMBER NOT 8 DIGITS
Kimberly Schneider,Kimberly_Schneider@todd.com,08/26/1958,3243304,MOBILE NUMBER NOT 8 DIGITS
Jennifer Smith,Jennifer_Smith@long.com,12/16/1968,97691,MOBILE NUMBER NOT 8 DIGITS
Jonathan Davis,Jonathan_Davis@marshall-brown.info,04/07/2002,8848001,MOBILE NUMBER NOT 8 DIGITS
Michelle Ortega,Michelle_Ortega@horn.com,2013/11/11,522393,MOBILE NUMBER NOT 8 DIGITS
Stacey Walker,Stacey_Walker@norton.biz,29-01-1990,85917303,EMAIL NOT .NET OR .COM
Robert Thomas,Robert_Thomas@thompson.biz,1967-02-04,401721,MOBILE NUMBER NOT 8 DIGITS
Adrian Cochran,Adrian_Cochran@logan.biz,1966-07-15,278349,MOBILE NUMBER NOT 8 DIGITS
Christian Mcintosh,Christian_Mcintosh@jordan.com,11-09-1974,71006,MOBILE NUMBER NOT 8 DIGITS
Deanna Torres,Deanna_Torres@green-thomas.com,25-03-1975,3145255,MOBILE NUMBER NOT 8 DIGITS
Lisa Lucero,Lisa_Lucero@scott.biz,2006/04/11,98953759,EMAIL NOT .NET OR .COM
Nicole Francis,Nicole_Francis@williams.org,1992/10/08,13966,MOBILE NUMBER NOT 8 DIGITS
Deborah Miller,Deborah_Miller@henderson-vaughn.com,2003/12/26,4638446,MOBILE NUMBER NOT 8 DIGITS
Karen Boyd,Karen_Boyd@carr-campbell.net,12/04/1998,67366,MOBILE NUMBER NOT 8 DIGITS
Danielle Johnson,Danielle_Johnson@boone.com,1978-02-10,274263,MOBILE NUMBER NOT 8 DIGITS
James Hawkins MD,James_Hawkins@rose.com,1997-07-05,8654920,MOBILE NUMBER NOT 8 DIGITS
Sarah Chapman,Sarah_Chapman@mccarthy-morales.biz,1955/03/11,2438360,MOBILE NUMBER NOT 8 DIGITS
Suzanne Medina,Suzanne_Medina@huber-taylor.com,1974/05/23,532395,MOBILE NUMBER NOT 8 DIGITS
Jennifer Glass,Jennifer_Glass@medina.com,06/16/1961,544407,MOBILE NUMBER NOT 8 DIGITS
Stacy Willis,Stacy_Willis@west.com,2018/06/01,551079,MOBILE NUMBER NOT 8 DIGITS
Anna Mendoza,Anna_Mendoza@sanchez.biz,15-12-1971,21351,MOBILE NUMBER NOT 8 DIGITS
Danielle Cain,Danielle_Cain@browning.com,2008-01-30,7839238,MOBILE NUMBER NOT 8 DIGITS
Carla Jones,Carla_Jones@long-hernandez.biz,2017/06/08,292611,MOBILE NUMBER NOT 8 DIGITS
Jennifer Davis,Jennifer_Davis@nguyen.com,10/18/1993,7251 3603,MOBILE NUMBER NOT 8 DIGITS
Matthew Diaz,Matthew_Diaz@ortiz.com,2004/04/29,19038407,BELOW 18
Julie Leon,Julie_Leon@montgomery.biz,13-03-1993,60535175,EMAIL NOT .NET OR .COM
Evan Page,Evan_Page@harrison.org,1994-08-08,37848247,EMAIL NOT .NET OR .COM
Matthew Valdez,Matthew_Valdez@ruiz.com,09/19/1995,61781,MOBILE NUMBER NOT 8 DIGITS
Jared Myers,Jared_Myers@massey-johnson.com,10/05/1966,978675,MOBILE NUMBER NOT 8 DIGITS
Jason Davis,Jason_Davis@hernandez.com,1955-02-22,26161,MOBILE NUMBER NOT 8 DIGITS
William Valdez,William_Valdez@woods-parsons.com,1952-04-24,278529,MOBILE NUMBER NOT 8 DIGITS
Mark Bridges,Mark_Bridges@cook.com,1997/05/31,5602738,MOBILE NUMBER NOT 8 DIGITS
Mr. Andrew Rivera,Andrew_Rivera@mooney.com,06-09-1983,79406,MOBILE NUMBER NOT 8 DIGITS
Scott Martinez,Scott_Martinez@brennan.com,11/20/1964,587475,MOBILE NUMBER NOT 8 DIGITS
Christopher Lloyd,Christopher_Lloyd@schmidt.com,1955/07/04,3775024,MOBILE NUMBER NOT 8 DIGITS
Denise York,Denise_York@yates.com,1970-04-05,408765,MOBILE NUMBER NOT 8 DIGITS
Susan Hartman,Susan_Hartman@madden.org,1987-09-03,8863387,MOBILE NUMBER NOT 8 DIGITS
Tonya Reed,Tonya_Reed@coleman-lopez.com,21-04-1951,3277310,MOBILE NUMBER NOT 8 DIGITS
Michael Wilkinson,Michael_Wilkinson@mcknight.net,2012-07-31,8533904,MOBILE NUMBER NOT 8 DIGITS
Richard Reyes,Richard_Reyes@alvarez.org,11-06-1960,71956,MOBILE NUMBER NOT 8 DIGITS
Evan Smith,Evan_Smith@potter-gallagher.com,1994/04/23,95421,MOBILE NUMBER NOT 8 DIGITS
Victoria Jones,Victoria_Jones@farrell.com,1959/09/07,336225,MOBILE NUMBER NOT 8 DIGITS
Cheryl Moore,Cheryl_Moore@williams.com,1970/12/31,26631,MOBILE NUMBER NOT 8 DIGITS
Joshua Pittman,Joshua_Pittman@leon.net,1953/04/28,347115,MOBILE NUMBER NOT 8 DIGITS
Mary Cooper,Mary_Cooper@walker-green.info,1976-10-17,2522570,MOBILE NUMBER NOT 8 DIGITS
Jessica Delgado,Jessica_Delgado@curtis.com,1969/07/12,3637180,MOBILE NUMBER NOT 8 DIGITS
Brian Pearson,Brian_Pearson@jackson-smith.com,26-01-2017,96690271,BELOW 18
Kathryn Lamb,Kathryn_Lamb@stephens.biz,2000-01-23,6065158,MOBILE NUMBER NOT 8 DIGITS
Jordan Cruz,Jordan_Cruz@clark-dickerson.com,03/23/1958,4235 5435,MOBILE NUMBER NOT 8 DIGITS
Dr. Edward Brooks,Edward_Brooks@lane.info,2000-04-04,92929919,EMAIL NOT .NET OR .COM
Brenda Wright,Brenda_Wright@simpson.com,2011/12/07,77651,MOBILE NUMBER NOT 8 DIGITS
Samuel Dyer,Samuel_Dyer@howard.com,26-11-1981,436557,MOBILE NUMBER NOT 8 DIGITS
Brian Bryant,Brian_Bryant@mejia.com,13-09-2015,40782655,BELOW 18
Ms. Kimberly Wood,Kimberly_Wood@jordan-walsh.com,05/18/1994,9412705,MOBILE NUMBER NOT 8 DIGITS
Brittany Garcia DDS,Brittany_Garcia@hobbs.com,2008-07-05,38240231,BELOW 18
Trevor Byrd,Trevor_Byrd@cooke.com,14-07-2009,54940471,BELOW 18
Larry Herrera,Larry_Herrera@mata-bean.biz,08-12-2014,6943546,MOBILE NUMBER NOT 8 DIGITS
Joseph Owens,Joseph_Owens@white.com,1970/01/25,12326,MOBILE NUMBER NOT 8 DIGITS
Miss Amber Burnett,Amber_Burnett@gill.com,1955-10-12,1402451,MOBILE NUMBER NOT 8 DIGITS
Jason Malone,Jason_Malone@allen.com,05/03/1955,4727 8299,MOBILE NUMBER NOT 8 DIGITS
Jordan Pugh,Jordan_Pugh@villanueva.com,1990-09-17,768951,MOBILE NUMBER NOT 8 DIGITS
Daniel Welch,Daniel_Welch@riggs.com,1967/12/19,301227,MOBILE NUMBER NOT 8 DIGITS
Tiffany Marquez,Tiffany_Marquez@rodriguez-kennedy.com,1988/05/01,307749,MOBILE NUMBER NOT 8 DIGITS
Christopher Smith,Christopher_Smith@moody.com,2015-02-08,33940167,BELOW 18
Johnathan Weeks,Johnathan_Weeks@white-reynolds.com,1960-11-23,9087359,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Thompson,Jeffrey_Thompson@jacobs.com,02/13/1994,621921,MOBILE NUMBER NOT 8 DIGITS
William Ward,William_Ward@butler.org,1955/02/14,3145129,MOBILE NUMBER NOT 8 DIGITS
Kristin Bauer,Kristin_Bauer@gray.biz,06/17/1989,5371 6731,MOBILE NUMBER NOT 8 DIGITS
Maria Johnson,Maria_Johnson@brady.info,18-01-2004,78511,MOBILE NUMBER NOT 8 DIGITS
Carlos Adams,Carlos_Adams@bennett.biz,1975-05-21,230403,MOBILE NUMBER NOT 8 DIGITS
Colleen Garner,Colleen_Garner@lee.com,09/18/1991,503157,MOBILE NUMBER NOT 8 DIGITS
Nicole Miller,Nicole_Miller@murphy.com,2013-12-21,49761,MOBILE NUMBER NOT 8 DIGITS
Nancy Frazier,Nancy_Frazier@jenkins.org,1968/09/13,7272938,MOBILE NUMBER NOT 8 DIGITS
Martin Morris,Martin_Morris@garcia.com,08/10/1993,4719 3651,MOBILE NUMBER NOT 8 DIGITS
Robin Jones,Robin_Jones@conley-garcia.com,1969-10-01,470853,MOBILE NUMBER NOT 8 DIGITS
Jonathan Terrell,Jonathan_Terrell@hess.net,04/30/1991,765633,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Marshall,Jeffrey_Marshall@robertson-rice.com,17-07-1970,48701,MOBILE NUMBER NOT 8 DIGITS
Kelly Smith DDS,Kelly_Smith@pacheco.com,1984/09/23,250851,MOBILE NUMBER NOT 8 DIGITS
Heidi Vazquez,Heidi_Vazquez@pham-flores.net,16-06-2001,38361,MOBILE NUMBER NOT 8 DIGITS
Sarah George,Sarah_George@jones.com,1967/10/03,2730792,MOBILE NUMBER NOT 8 DIGITS
Erik Reynolds,Erik_Reynolds@peterson-watson.com,1956/02/26,86966,MOBILE NUMBER NOT 8 DIGITS
Jamie Barker,Jamie_Barker@lawson.info,1996-11-07,2855231,MOBILE NUMBER NOT 8 DIGITS
Samantha Jimenez,Samantha_Jimenez@valdez.com,1960/08/21,33156,MOBILE NUMBER NOT 8 DIGITS
Lisa Crawford,Lisa_Crawford@moore-hunt.com,1953-12-01,299709,MOBILE NUMBER NOT 8 DIGITS
Andrew Carter,Andrew_Carter@west.com,03/16/1957,895503,MOBILE NUMBER NOT 8 DIGITS
Suzanne Goodwin,Suzanne_Goodwin@travis-rose.com,1962/10/22,70286,MOBILE NUMBER NOT 8 DIGITS
Amanda Navarro DVM,Amanda_Navarro@young-edwards.com,1959-10-02,349239,MOBILE NUMBER NOT 8 DIGITS
Michelle Jones,Michelle_Jones@barton.com,1953/09/22,65856,MOBILE NUMBER NOT 8 DIGITS
Leah Perez,Leah_Perez@smith-burns.biz,09-11-1975,34266271,EMAIL NOT .NET OR .COM
Jeffrey Santos,Jeffrey_Santos@frost-brown.biz,2001/10/30,987273,MOBILE NUMBER NOT 8 DIGITS
Michael Holland,Michael_Holland@russell.com,1963/01/12,9403178,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Cardenas,Elizabeth_Cardenas@cline.info,23-07-1979,89341,MOBILE NUMBER NOT 8 DIGITS
Theodore Roberts,Theodore_Roberts@russell-hawkins.org,12/14/1957,39616,MOBILE NUMBER NOT 8 DIGITS
Ms. Katrina Zamora,Katrina_Zamora@williams.com,24-06-2000,95031,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Garcia,Elizabeth_Garcia@hernandez-duke.net,1958-08-30,1715085,MOBILE NUMBER NOT 8 DIGITS
Julie Johnson,Julie_Johnson@rodriguez-davis.org,31-10-1981,897843,MOBILE NUMBER NOT 8 DIGITS
Shelby Jackson DDS,Shelby_Jackson@jordan-reynolds.com,08-03-1991,695247,MOBILE NUMBER NOT 8 DIGITS
Krystal Boyle,Krystal_Boyle@guerrero-garza.com,1975/04/17,232443,MOBILE NUMBER NOT 8 DIGITS
Garrett Clark,Garrett_Clark@jackson.com,2018-04-15,72070583,BELOW 18
Jeremy Anderson,Jeremy_Anderson@lopez.org,07/22/1994,41431,MOBILE NUMBER NOT 8 DIGITS
Christina Brown,Christina_Brown@vaughn-paul.org,06/24/2002,55691,MOBILE NUMBER NOT 8 DIGITS
Madison Dunn,Madison_Dunn@mendez-lynch.com,1969-06-26,393705,MOBILE NUMBER NOT 8 DIGITS
George Barry,George_Barry@cummings.com,1999/05/18,1545370,MOBILE NUMBER NOT 8 DIGITS
Dr. Michael Green,Michael_Green@robles-adams.com,1965-10-12,555471,MOBILE NUMBER NOT 8 DIGITS
Jason Medina,Jason_Medina@flores.com,2003/02/12,2069985,MOBILE NUMBER NOT 8 DIGITS
Ashley Solis,Ashley_Solis@dixon.org,04-01-1990,62826,MOBILE NUMBER NOT 8 DIGITS
Sarah French,Sarah_French@wright.biz,07/16/1981,1491 1411,MOBILE NUMBER NOT 8 DIGITS
Stephanie White,Stephanie_White@stephens-brewer.com,07/29/1997,2753976,MOBILE NUMBER NOT 8 DIGITS
Joseph Bartlett,Joseph_Bartlett@thompson-espinoza.biz,1982/02/15,99932903,EMAIL NOT .NET OR .COM
Joshua Miller,Joshua_Miller@wilcox-watts.com,29-05-1975,97026,MOBILE NUMBER NOT 8 DIGITS
Cory Cummings,Cory_Cummings@bauer.net,2004-11-04,60366,MOBILE NUMBER NOT 8 DIGITS
Jennifer Nguyen,Jennifer_Nguyen@henderson.com,1998-08-17,3734809,MOBILE NUMBER NOT 8 DIGITS
Eric Williams,Eric_Williams@steele-snyder.com,09/18/1986,334395,MOBILE NUMBER NOT 8 DIGITS
Maurice Stewart,Maurice_Stewart@montgomery-hood.net,1998-04-20,27021,MOBILE NUMBER NOT 8 DIGITS
Michael Kelly,Michael_Kelly@short.net,1971/06/27,85986,MOBILE NUMBER NOT 8 DIGITS
Bruce Smith,Bruce_Smith@sanchez.biz,2009/09/13,70440903,EMAIL NOT .NET OR .COM
Elizabeth Conner,Elizabeth_Conner@richardson-carter.com,18-01-2016,859377,MOBILE NUMBER NOT 8 DIGITS
John Drake,John_Drake@houston.com,08/11/1969,806769,MOBILE NUMBER NOT 8 DIGITS
Bethany Acosta,Bethany_Acosta@adams-garcia.biz,26-09-1992,8589547,MOBILE NUMBER NOT 8 DIGITS
Christine Campbell,Christine_Campbell@white.info,10/28/1982,2999 6463,MOBILE NUMBER NOT 8 DIGITS
Carolyn Estrada,Carolyn_Estrada@alexander.org,2014-06-07,30101,MOBILE NUMBER NOT 8 DIGITS
Michael Wilson,Michael_Wilson@richards.biz,01-05-2006,5756150,MOBILE NUMBER NOT 8 DIGITS
